id,programma,subprogramma,entiteit,project,deelproject,locatie,budget2025,budget2026,budget2027,budget_total,investment_years,start_year,municipality_codes,municipality_names
gip-0011,Asset Management,Baggerwerken en slibverwerking,De Vlaamse Waterweg,Diverse baggerwerken en speciebehandeling,Diverse baggerwerken en speciebehandeling (te bepalen),Vlaanderen,0.0,8080000.0,0.0,8080000.0,2026,2026,,
gip-0012,Asset Management,Baggerwerken en slibverwerking,De Vlaamse Waterweg,Diverse baggerwerken en speciebehandeling,Diverse baggerwerken en speciebehandeling- DOP Lochristi,Lochristi,0.0,500000.0,0.0,500000.0,2026,2026,44034,Lochristi
gip-0013,Asset Management,Baggerwerken en slibverwerking,De Vlaamse Waterweg,Diverse baggerwerken en speciebehandeling,Diverse baggerwerken en speciebehandeling- inrichting en beheer Argex- site,Kruibeke,0.0,2635000.0,0.0,2635000.0,2026,2026,46013,Kruibeke
gip-0014,Asset Management,Baggerwerken en slibverwerking,Departement Mobiliteit en Openbare Werken,Baggerwerken in kanalen,Baggerwerken in kanalen,Vaarpas naar zeehavens,0.0,8500000.0,0.0,8500000.0,2026,2026,,
gip-0015,Asset Management,Baggerwerken en slibverwerking,Departement Mobiliteit en Openbare Werken,Exploitatie slibverwerkingseenheid,Exploitatie slibverwerkingseenheid,Zeehavenoverschrijdend,0.0,38817000.0,0.0,38817000.0,2026,2026,,
gip-0016,Asset Management,Baggerwerken en slibverwerking,Departement Mobiliteit en Openbare Werken,Onderhoudsbaggerwerken vaarpassen,Onderhoudsbaggerwerken vaarpassen,Vaarpas naar zeehavens,0.0,135000000.0,0.0,135000000.0,2026,2026,,
gip-0017,Asset Management,Baggerwerken en slibverwerking,Departement Mobiliteit en Openbare Werken,Realisatie slibverwerkingseenheid,Realisatie slibverwerkingseenheid,Zeehavenoverschrijdend,0.0,5322034.0,0.0,5322034.0,2026,2026,,
gip-0018,Asset Management,Baggerwerken en slibverwerking,Departement Mobiliteit en Openbare Werken,Technisch vaarwegbeheer,Technisch vaarwegbeheer,Zeehaven van Antwerpen,0.0,7500000.0,0.0,7500000.0,2026,2026,11002,Antwerpen
gip-0019,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,N001 Herinrichting Koningin Astridlaan Kontich,Diverse,Kontich,0.0,3600000.0,0.0,3600000.0,2026,2026,11024,Kontich
gip-0020,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,N014 RANST - Oostmalsesteenweg,Uitvoering,Ranst,0.0,11001.0,0.0,11001.0,2026,2026,11035,Ranst
gip-0021,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,N10 Berlaar-HODB Herinrichting Aarschotsebaan,Diverse,"Heist-op-den-Berg, Putte",0.0,560000.0,0.0,560000.0,2026,2026,12014;12029,Heist-op-den-Berg;Putte
gip-0022,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,N2 Herent Garageboulevard,Diverse,"Herent, Leuven",0.0,50000.0,0.0,50000.0,2026,2026,24038;24062,Herent;Leuven
gip-0023,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,N2 Wegenisontwerp: Leuven - Tielt-Winge (Diest),Studie,"Leuven, Lubbeek, Tielt-Winge",0.0,200000.0,0.0,200000.0,2026,2026,24062;24066;24135,Leuven;Lubbeek;Tielt-Winge
gip-0024,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,N2/11 Tielt-Winge/Bekkevoort FP & StructOnderh N2,Diverse,"Bekkevoort, Tielt-Winge",0.0,500000.0,0.0,500000.0,2026,2026,24008;24135,Bekkevoort;Tielt-Winge
gip-0025,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,N26 Mechelen Structureel onderhoud FP (ism Pidpa),fase 1,"Boortmeerbeek, Mechelen",0.0,1000000.0,0.0,1000000.0,2026,2026,24014;12025,Boortmeerbeek;Mechelen
gip-0026,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,N272 Galmaarden: Structureel onderhoud rijweg,fase 1,Pajottegem,0.0,4000000.0,0.0,4000000.0,2026,2026,23023,Galmaarden
gip-0027,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,N311 Wervik structureel onderhoud,Uitvoering,Wervik,0.0,728503.0,0.0,728503.0,2026,2026,33029,Wervik
gip-0028,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,N32 Roeselare: Meensesteenweg doortocht,Uitvoering,Roeselare,0.0,2265000.0,0.0,2265000.0,2026,2026,36015,Roeselare
gip-0029,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,N33 Oostende Torhoutsesteenweg,Studie,Oostende,0.0,500000.0,0.0,500000.0,2026,2026,35013,Oostende
gip-0030,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,N34 Nieuwpoort - Structureel onderhoud fase 2,Fase 2,Nieuwpoort,0.0,150000.0,0.0,150000.0,2026,2026,38016,Nieuwpoort
gip-0031,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,N347 Poperinge - Diepenmeers en Sint-Bertinusstraa,fase 2,Poperinge,0.0,2361745.0,0.0,2361745.0,2026,2026,33021,Poperinge
gip-0032,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,N367 Gistel - Structureel onderhoud met fietspaden,fase 3,Gistel,0.0,3291537.0,0.0,3291537.0,2026,2026,35005,Gistel
gip-0033,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,N368 Beernem - Herinrichting kruispunt met N370,Uitvoering,Beernem,0.0,1500000.0,0.0,1500000.0,2026,2026,31003,Beernem
gip-0034,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,N403 Heraanleg van de weg,Diverse,"Sint-Gillis-Waas, Sint-Niklaas, Stekene",0.0,40000.0,0.0,40000.0,2026,2026,46020;46021;46024,Sint-Gillis-Waas;Sint-Niklaas;Stekene
gip-0035,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,N437 St-Martens-Latem heraanleg Pontstraat,Diverse,"Deinze, Sint-Martens-Latem",0.0,10000.0,0.0,10000.0,2026,2026,44083;44064,Deinze;Sint-Martens-Latem
gip-0036,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,N43-N459 Zulte Staatsbaan en Centrumstraat,Diverse,Zulte,0.0,70000.0,0.0,70000.0,2026,2026,44081,Zulte
gip-0037,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,N44 Knesselare Knokseweg,Diverse,Aalter,0.0,160000.0,0.0,160000.0,2026,2026,44084,Aalter
gip-0038,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,N456 Gent omlegging wegvak New Orleansstraat,Ontwerpstudie,Gent,0.0,200000.0,0.0,200000.0,2026,2026,44021,Gent
gip-0039,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,N462 Wetteren fietspaden Westrem,Diverse,Wetteren,0.0,420000.0,0.0,420000.0,2026,2026,42025,Wetteren
gip-0040,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,N485 Kruibeke Temse heraanleg tussen E17 en N419,Diverse,"Kruibeke, Temse",0.0,100000.0,0.0,100000.0,2026,2026,46013;46025,Kruibeke;Temse
gip-0041,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,N50 Oostkamp: Verkeersveiligheidsmaatregelen,fase 1,Oostkamp,0.0,1500000.0,0.0,1500000.0,2026,2026,31022,Oostkamp
gip-0042,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,"N702 x Kiezelstraat, Hasselt",Diverse,"Diepenbeek, Hasselt",0.0,136000.0,0.0,136000.0,2026,2026,71011;71022,Diepenbeek;Hasselt
gip-0043,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,N79 Tongeren - omleiding Overhaem,Uitvoering,Tongeren-Borgloon,0.0,1850000.0,0.0,1850000.0,2026,2026,73009;73083,Borgloon;Tongeren
gip-0044,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,Ontsluiting gevangenis Leopoldsburg/Reigersvliet,Uitvoering,Leopoldsburg,0.0,800000.0,0.0,800000.0,2026,2026,71034,Leopoldsburg
gip-0045,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,R013 Turnhout herinrichting kruispunt N124,Uitvoering,Turnhout,0.0,900000.0,0.0,900000.0,2026,2026,13040,Turnhout
gip-0046,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,R22 Machelen - Herinrichting Woluwelaan,Diverse,Machelen,0.0,482750.0,0.0,482750.0,2026,2026,23047,Machelen
gip-0047,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,R23 Heraanleg Tervuursevest,Ontwerpstudie,Leuven,0.0,100000.0,0.0,100000.0,2026,2026,24062,Leuven
gip-0048,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,R30 Brugge onveilige situaties stationsomgeving,Divere,Brugge,0.0,20000.0,0.0,20000.0,2026,2026,31005,Brugge
gip-0049,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,R30 Brugge onveilige situaties stationsomgeving,fase 1,Brugge,0.0,400000.0,0.0,400000.0,2026,2026,31005,Brugge
gip-0050,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,R30 Kruispoort - herinrichting kruispunt,Studie,Brugge,0.0,200000.0,0.0,200000.0,2026,2026,31005,Brugge
gip-0051,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,Structureel onderhoud,Verhardingen N-wegen,Vlaanderen,0.0,5000000.0,0.0,5000000.0,2026,2026,,
gip-0052,Asset Management,Gewestwegen,Agentschap Wegen En Verkeer,Terugbetaling subsidies,Uitvoering,Vlaanderen,0.0,20786000.0,0.0,20786000.0,2026,2026,,
gip-0053,Asset Management,Haveninfrastructuur,Agentschap voor Maritieme Dienstverlening en Kust,Glooiing linker- en rechterhavenoever,Glooiing linker- en rechterhavenoever - fase 2,Nieuwpoort,0.0,10000000.0,0.0,10000000.0,2026,2026,38016,Nieuwpoort
gip-0054,Asset Management,Haveninfrastructuur,De Vlaamse Waterweg,Vernieuwen jachthaven Doel,Vernieuwen jachthaven Doel fase 2 & aanmeersteiger,Beveren,0.0,3290000.0,0.0,3290000.0,2026,2026,46003,Beveren
gip-0055,Asset Management,Haveninfrastructuur,Departement Mobiliteit en Openbare Werken,Behoud natuurdoelstellingen havengebieden,Behoud natuurdoelstellingen havengebieden,Zeehaven van Antwerpen,0.0,634000.0,0.0,634000.0,2026,2026,11002,Antwerpen
gip-0056,Asset Management,Haveninfrastructuur,Departement Mobiliteit en Openbare Werken,Instandhouding haveninfrastructuur Gent,Instandhouding haveninfrastructuur Gent,Zeehaven van Gent,0.0,4867000.0,0.0,4867000.0,2026,2026,44021,Gent
gip-0057,Asset Management,Haveninfrastructuur,Departement Mobiliteit en Openbare Werken,Instandhouding haveninfrastructuur Oostende,Instandhouding haveninfrastructuur Oostende,Zeehaven van Oostende,0.0,26200000.0,0.0,26200000.0,2026,2026,35013,Oostende
gip-0058,Asset Management,Haveninfrastructuur,Departement Mobiliteit en Openbare Werken,Instandhouding haveninfrastructuur Schelde,Instandhouding haveninfrastructuur Schelde,Zeehaven van Antwerpen,0.0,1150000.0,0.0,1150000.0,2026,2026,11002,Antwerpen
gip-0059,Asset Management,Haveninfrastructuur,Departement Mobiliteit en Openbare Werken,Instandhouding haveninfrastructuur Zeebrugge,Instandhouding haveninfrastructuur Zeebrugge,Zeehaven van Zeebrugge,0.0,100000.0,0.0,100000.0,2026,2026,,
gip-0060,Asset Management,Havenwegen,Agentschap Wegen En Verkeer,N101 SO Havenwegen Scheldelaan,Uitvoering,Antwerpen,0.0,4575000.0,0.0,4575000.0,2026,2026,11002,Antwerpen
gip-0061,Asset Management,Havenwegen,Agentschap Wegen En Verkeer,Structureel onderhoud N180 (P10-P11),Uitvoering,Antwerpen,0.0,5425000.0,0.0,5425000.0,2026,2026,11002,Antwerpen
gip-0062,Asset Management,Kunstwerken/Bruggen,Agentschap Wegen En Verkeer,A013 Antwerpen Vervanging brug Sterckshoflei+Cornelis,Diverse,Antwerpen,0.0,1000000.0,0.0,1000000.0,2026,2026,11002,Antwerpen
gip-0063,Asset Management,Kunstwerken/Bruggen,Agentschap Wegen En Verkeer,A10 Dilbeek Vervanging brug J. Mertensstraat (Dilbeek),Diverse,Dilbeek,0.0,120000.0,0.0,120000.0,2026,2026,23016,Dilbeek
gip-0064,Asset Management,Kunstwerken/Bruggen,Agentschap Wegen En Verkeer,A10/E40 Drongen Vervanging Goedingebrug over Leie,Uitvoering,Gent,0.0,26000000.0,0.0,26000000.0,2026,2026,44021,Gent
gip-0065,Asset Management,Kunstwerken/Bruggen,Agentschap Wegen En Verkeer,A10/E40 Erpe Mere Vervanging brug spoor,Diverse,Erpe-Mere,0.0,3084971.0,0.0,3084971.0,2026,2026,41082,Erpe-Mere
gip-0066,Asset Management,Kunstwerken/Bruggen,Agentschap Wegen En Verkeer,A3 / N3 - Boogbrug over E40 (Bertem),Diverse,Bertem,0.0,350000.0,0.0,350000.0,2026,2026,24009,Bertem
gip-0067,Asset Management,Kunstwerken/Bruggen,Agentschap Wegen En Verkeer,A4 Overijse vernieuwen brug O9 over Bredestraat,Diverse,Overijse,0.0,200000.0,0.0,200000.0,2026,2026,23062,Overijse
gip-0068,Asset Management,Kunstwerken/Bruggen,Agentschap Wegen En Verkeer,Brug over Zwarte Beek Diest,fase 1,Diest,0.0,2000000.0,0.0,2000000.0,2026,2026,24020,Diest
gip-0069,Asset Management,Kunstwerken/Bruggen,Agentschap Wegen En Verkeer,Externe ondersteuning/diensten,"Bruginspecties,Assistentie bruginspecties/controlewaterpassing,Controlewaterpassing",Vlaanderen,0.0,3780000.0,0.0,3780000.0,2026,2026,,
gip-0070,Asset Management,Kunstwerken/Bruggen,Agentschap Wegen En Verkeer,Instandhouding R0 brug: Boechoutlaan Str-Bev (W19),Uitvoering,Grimbergen,0.0,1000000.0,0.0,1000000.0,2026,2026,23025,Grimbergen
gip-0071,Asset Management,Kunstwerken/Bruggen,Agentschap Wegen En Verkeer,Instandhouding R0 brug: Boechoutlaan Str-Bev (W26),Uitvoering,Grimbergen,0.0,1000000.0,0.0,1000000.0,2026,2026,23025,Grimbergen
gip-0072,Asset Management,Kunstwerken/Bruggen,Agentschap Wegen En Verkeer,Instandhouding R0 brug: N9b Groot-Bijgaarden (R25),Uitvoering,Dilbeek,0.0,500000.0,0.0,500000.0,2026,2026,23016,Dilbeek
gip-0073,Asset Management,Kunstwerken/Bruggen,Agentschap Wegen En Verkeer,Instandhouding R0 brug: R22 Machelen (D8),Uitvoering,Machelen,0.0,1300000.0,0.0,1300000.0,2026,2026,23047,Machelen
gip-0074,Asset Management,Kunstwerken/Bruggen,Agentschap Wegen En Verkeer,Instandhouding R0 brug: Viaduct Pelgrimslaan (R26),Uitvoering,Dilbeek,0.0,1300000.0,0.0,1300000.0,2026,2026,23016,Dilbeek
gip-0075,Asset Management,Kunstwerken/Bruggen,Agentschap Wegen En Verkeer,Instandhouding Viaduct Oudenburg,Uitvoering,Oudenburg,0.0,2000000.0,0.0,2000000.0,2026,2026,35014,Oudenburg
gip-0076,Asset Management,Kunstwerken/Bruggen,Agentschap Wegen En Verkeer,N1 R10 Antwerpen Heraanleg Singel x Grotesteenweg,Uitvoering,Antwerpen,0.0,1730000.0,0.0,1730000.0,2026,2026,11002,Antwerpen
gip-0077,Asset Management,Kunstwerken/Bruggen,Agentschap Wegen En Verkeer,N139 dringende herstelling brug 5 Arendonk,Diverse,Arendonk,0.0,81688.0,0.0,81688.0,2026,2026,13001,Arendonk
gip-0078,Asset Management,Kunstwerken/Bruggen,Agentschap Wegen En Verkeer,N9 Adegem - vernieuwen brug over Afleidingskanaal,Uitvoering,"Eeklo, Maldegem",0.0,5176519.0,0.0,5176519.0,2026,2026,43005;43010,Eeklo;Maldegem
gip-0079,Asset Management,Kunstwerken/Bruggen,Agentschap Wegen En Verkeer,PPS Overbruggen 1,Studiekosten PPS-projecten,Vlaanderen,0.0,5376540.0,0.0,5376540.0,2026,2026,,
gip-0080,Asset Management,Kunstwerken/Bruggen,Agentschap Wegen En Verkeer,PPS Overbruggen 1,Uitvoeringsaspecten buiten PPS,Vlaanderen,0.0,2733460.0,0.0,2733460.0,2026,2026,,
gip-0081,Asset Management,Kunstwerken/Bruggen,Agentschap Wegen En Verkeer,R0 - Vernieuwen brug Drasop,Diverse,Halle,0.0,250000.0,0.0,250000.0,2026,2026,23027,Halle
gip-0082,Asset Management,Kunstwerken/Bruggen,Agentschap Wegen En Verkeer,R1 (afrit zuid) Antwerpen - Afbraak brug 5337,fase 1,Antwerpen,0.0,200000.0,0.0,200000.0,2026,2026,11002,Antwerpen
gip-0083,Asset Management,Kunstwerken/Bruggen,Agentschap Wegen En Verkeer,R40 Keizersviaduct,fase 1,Gent,0.0,3000000.0,0.0,3000000.0,2026,2026,44021,Gent
gip-0084,Asset Management,Kunstwerken/Bruggen,Agentschap Wegen En Verkeer,Structureel onderhoud,Kunstwerken,Vlaanderen,0.0,15000000.0,0.0,15000000.0,2026,2026,,
gip-0085,Asset Management,Kunstwerken/Bruggen,Agentschap Wegen En Verkeer,Structureel onderhoud,Kunstwerken - regulier onderhoud,Vlaanderen,0.0,3500000.0,0.0,3500000.0,2026,2026,,
gip-0086,Asset Management,Kunstwerken/Bruggen,Agentschap Wegen En Verkeer,Structureel onderhoud kunstwerken,Diverse,Vlaanderen,0.0,600000.0,0.0,600000.0,2026,2026,,
gip-0087,Asset Management,Kunstwerken/Bruggen,Agentschap Wegen En Verkeer,Vernieuwen brug over Dijle te Rotselaar,Diverse,Rotselaar,0.0,40000.0,0.0,40000.0,2026,2026,24094,Rotselaar
gip-0088,Asset Management,Kunstwerken/Bruggen,De Vlaamse Waterweg,Anti-corrosiebescherming metalen structuren AZZ,Anti-corrosiebescherming metalen structuren AZZ,Vlaanderen,0.0,532000.0,0.0,532000.0,2026,2026,,
gip-0089,Asset Management,Kunstwerken/Bruggen,De Vlaamse Waterweg,Bouw Brigandbrug te Ingelmunster,Bouw Brigandbrug te Ingelmunster,Ingelmunster,0.0,28000.0,0.0,28000.0,2026,2026,36007,Ingelmunster
gip-0090,Asset Management,Kunstwerken/Bruggen,De Vlaamse Waterweg,Bouwen wegbrug Beerse - werken,Bouwen wegbrug Beerse - werken,Beerse,0.0,250000.0,0.0,250000.0,2026,2026,13004,Beerse
gip-0091,Asset Management,Kunstwerken/Bruggen,De Vlaamse Waterweg,Herbouw Meulestedebrug Gent,Herbouw Meulestedebrug Gent - regulier,Gent,0.0,2720000.0,0.0,2720000.0,2026,2026,44021,Gent
gip-0092,Asset Management,Kunstwerken/Bruggen,De Vlaamse Waterweg,Herbouw Spanjeveerbrug Mendonk,Herbouw Spanjeveerbrug Mendonk,Gent,0.0,250000.0,0.0,250000.0,2026,2026,44021,Gent
gip-0093,Asset Management,Kunstwerken/Bruggen,De Vlaamse Waterweg,Herbouw van 3 bruggen over de Zenne,Herbouw van 3 bruggen over de Zenne,Vilvoorde,0.0,13000.0,0.0,13000.0,2026,2026,23088,Vilvoorde
gip-0094,Asset Management,Kunstwerken/Bruggen,De Vlaamse Waterweg,Herbouw Waasmunsterbrug (incl. jaagpad & fietstunnel),Herbouw Waasmunsterbrug (incl. jaagpad & fietstunnel),Waasmunster,0.0,5450000.0,0.0,5450000.0,2026,2026,42023,Waasmunster
gip-0095,Asset Management,Kunstwerken/Bruggen,De Vlaamse Waterweg,Herbouw wegbruggen N116 Mol-ter-Nete,Herbouw wegbruggen N116 Mol-ter-Nete,Broechem,0.0,21000.0,0.0,21000.0,2026,2026,,
gip-0096,Asset Management,Kunstwerken/Bruggen,De Vlaamse Waterweg,Herstel Emblembrug te Ranst,Herstel Emblembrug te Ranst,Ranst,0.0,700000.0,0.0,700000.0,2026,2026,11035,Ranst
gip-0097,Asset Management,Kunstwerken/Bruggen,De Vlaamse Waterweg,Herstel muur t.h.v. Zennegat RO,Herstel muur t.h.v. Zennegat RO,Mechelen,0.0,70000.0,0.0,70000.0,2026,2026,12025,Mechelen
gip-0098,Asset Management,Kunstwerken/Bruggen,De Vlaamse Waterweg,Herstelling Sint-Annabrug Aalst,Herstelling Sint-Annabrug Aalst,Aalst,0.0,1000000.0,0.0,1000000.0,2026,2026,41002,Aalst
gip-0099,Asset Management,Kunstwerken/Bruggen,De Vlaamse Waterweg,"Onderhoud EMU's bruggen, sluizen & stuwen",Re-engineering pompstation en sluis Moen,Zwevegem,0.0,80000.0,0.0,80000.0,2026,2026,34042,Zwevegem
gip-0100,Asset Management,Kunstwerken/Bruggen,De Vlaamse Waterweg,Onderhoud spoorwegbruggen,Aandeel DVW onderhoud spoorwegbruggen,Vlaanderen,0.0,1000000.0,0.0,1000000.0,2026,2026,,
gip-0101,Asset Management,Kunstwerken/Bruggen,De Vlaamse Waterweg,PPS - beweegbare kunstwerken,PPS - beweegbare kunstwerken - studie,Vlaanderen,0.0,1000000.0,0.0,1000000.0,2026,2026,,
gip-0102,Asset Management,Kunstwerken/Bruggen,De Vlaamse Waterweg,PPS - beweegbare kunstwerken,PPS - beweegbare kunstwerken - uitvoering,Vlaanderen,0.0,250000.0,0.0,250000.0,2026,2026,,
gip-0103,Asset Management,Kunstwerken/Bruggen,De Vlaamse Waterweg,"Renovatie baileybruggen te Bocholt, Geel en Lommel","Renovatie baileybruggen te Bocholt, Geel en Lommel","Bocholt, Geel, Lommel",0.0,19000.0,0.0,19000.0,2026,2026,72003;13008;72020,Bocholt;Geel;Lommel
gip-0104,Asset Management,Kunstwerken/Bruggen,De Vlaamse Waterweg,Renovatie Centrumbrug te Izegem,Renovatie Centrumbrug te Izegem,Izegem,0.0,49000.0,0.0,49000.0,2026,2026,36008,Izegem
gip-0105,Asset Management,Kunstwerken/Bruggen,De Vlaamse Waterweg,Renovatie Stalhillebrug te Brugge,Renovatie Stalhillebrug te Brugge,Brugge,0.0,850000.0,0.0,850000.0,2026,2026,31005,Brugge
gip-0106,Asset Management,Kunstwerken/Bruggen,De Vlaamse Waterweg,Renoveren stuw Lembeek,Renoveren stuw Lembeek,Lembeek,0.0,8500.0,0.0,8500.0,2026,2026,,
gip-0107,Asset Management,Kunstwerken/Bruggen,De Vlaamse Waterweg,Stabiliseren talud van de Zuid Willemsvaart nabij brug Smeermaas,Stabiliseren talud van de Zuid Willemsvaart nabij brug Smeermaas,Lanaken,0.0,1280000.0,0.0,1280000.0,2026,2026,73042,Lanaken
gip-0108,Asset Management,Kunstwerken/Bruggen,De Vlaamse Waterweg,Structurele renovatie Boudewijnbrug te Brugge,Structurele renovatie Boudewijnbrug te Brugge,Brugge,0.0,367000.0,0.0,367000.0,2026,2026,31005,Brugge
gip-0109,Asset Management,Kunstwerken/Bruggen,De Vlaamse Waterweg,Structurele renovatie sasbrug Lembeek,Structurele renovatie sasbrug Lembeek,Halle,0.0,20000.0,0.0,20000.0,2026,2026,23027,Halle
gip-0110,Asset Management,Kunstwerken/Bruggen,De Vlaamse Waterweg,Vervangen opleggingen Drongenbrug W4 over de Ringvaart te Gent,Vervangen opleggingen Drongenbrug W4 over de Ringvaart te Gent,Gent,0.0,250000.0,0.0,250000.0,2026,2026,44021,Gent
gip-0111,Asset Management,Kunstwerken/Bruggen,De Vlaamse Waterweg,Vervangen van UPS'en op de kunstwerken,Vervangen van UPS'en op de kunstwerken,Vlaanderen,0.0,200000.0,0.0,200000.0,2026,2026,,
gip-0112,Asset Management,Kunstwerken/Bruggen,Departement Mobiliteit en Openbare Werken,Studiekosten PPS Kunstwerken,Studiekosten PPS Kunstwerken,Vlaanderen,0.0,5971000.0,0.0,5971000.0,2026,2026,,
gip-0113,Asset Management,Militaire mobiliteit,Agentschap Wegen En Verkeer,Dual use A-wegen: Studie,Studie,Vlaanderen,0.0,3235000.0,0.0,3235000.0,2026,2026,,
gip-0114,Asset Management,Patrimonium,Agentschap voor Maritieme Dienstverlening en Kust,Realisatie uitbreiding sanitair gebouw,Realisatie uitbreiding sanitair gebouw,Nieuwpoort,0.0,1000000.0,0.0,1000000.0,2026,2026,38016,Nieuwpoort
gip-0115,Asset Management,Patrimonium,Agentschap Wegen En Verkeer,Assetinformatie,"Afstandsbewaking - digitaal assetmanagement,Assetmanagement,VLAG,AWV digitale wegbeheerder,BIM,BIM - samenwerkingsovereenkomst BIM@BMOW,Lambert",Vlaanderen,0.0,5340000.0,0.0,5340000.0,2026,2026,,
gip-0116,Asset Management,Patrimonium,Agentschap Wegen En Verkeer,Dynamisch verkeersmanagement,"Zone 30 centraal systeem,Structureel onderhoud,Filebeveiliging,ICT voor DVM,Installatie zone 30",Vlaanderen,0.0,7100000.0,0.0,7100000.0,2026,2026,,
gip-0117,Asset Management,Patrimonium,Agentschap Wegen En Verkeer,Onderhoud kunstwerken en botsers,"Groen- en netheidsbestek kunstwerken,Onderhoud botsers",Vlaanderen,0.0,1750000.0,0.0,1750000.0,2026,2026,,
gip-0118,Asset Management,Patrimonium,De Lijn,Dienstvoertuigen - personenwagens en camionettes,Dienstvoertuigen - personenwagens en camionettes,Vlaanderen,0.0,1840000.0,0.0,1840000.0,2026,2026,,
